starttime	seconds	ctime	dtime	ttime	wait
Wed Jun 26 15:20:43 2013	1372252843	0	333	333	333
Wed Jun 26 15:19:38 2013	1372252778	0	333	333	333
Wed Jun 26 15:20:19 2013	1372252819	0	333	333	333
Wed Jun 26 15:19:46 2013	1372252786	0	333	333	333
Wed Jun 26 15:21:23 2013	1372252883	0	333	333	333
Wed Jun 26 15:20:46 2013	1372252846	0	333	334	333
Wed Jun 26 15:20:40 2013	1372252840	0	334	334	334
Wed Jun 26 15:21:07 2013	1372252867	0	334	334	334
Wed Jun 26 15:21:51 2013	1372252911	0	334	334	334
Wed Jun 26 15:20:26 2013	1372252826	0	335	335	335
Wed Jun 26 15:20:21 2013	1372252821	0	335	335	335
Wed Jun 26 15:20:50 2013	1372252850	0	335	335	335
Wed Jun 26 15:19:56 2013	1372252796	0	335	335	335
Wed Jun 26 15:20:15 2013	1372252815	0	335	335	335
Wed Jun 26 15:21:06 2013	1372252866	0	336	336	336
Wed Jun 26 15:21:14 2013	1372252874	0	336	336	336
Wed Jun 26 15:20:18 2013	1372252818	0	336	336	336
Wed Jun 26 15:19:47 2013	1372252787	0	336	336	336
Wed Jun 26 15:19:31 2013	1372252771	0	337	337	336
Wed Jun 26 15:21:24 2013	1372252884	0	337	337	337
Wed Jun 26 15:20:55 2013	1372252855	0	337	337	337
Wed Jun 26 15:19:52 2013	1372252792	0	338	338	338
Wed Jun 26 15:19:37 2013	1372252777	0	339	339	339
Wed Jun 26 15:20:54 2013	1372252854	0	339	340	339
Wed Jun 26 15:19:30 2013	1372252770	0	344	344	344
Wed Jun 26 15:19:31 2013	1372252771	0	348	349	348
Wed Jun 26 15:20:17 2013	1372252817	0	366	366	366
Wed Jun 26 15:19:29 2013	1372252769	0	1405	1405	1405
